X,Y,R,G,B
59,46,163,163,163
60,46,143,143,143
61,46,144,144,144
62,46,143,143,143
63,46,145,145,145
64,46,144,144,144
65,46,202,202,202
66,46,255,255,255
67,46,247,247,247
68,46,84,84,84
69,46,186,186,186
70,46,32,32,32
71,46,0,0,0
72,46,5,5,5
73,46,3,3,3
74,46,4,4,4
75,46,0,0,0
76,46,125,125,125
77,46,255,255,255
78,46,0,0,0
79,46,14,14,14
80,46,0,0,0
81,46,0,0,0
82,46,0,0,0
83,46,0,0,0
84,46,0,0,0
85,46,0,0,0
86,46,0,0,0
87,46,0,0,0
88,46,0,0,0
89,46,0,0,0
90,46,0,0,0
91,46,0,0,0
92,46,0,0,0
93,46,0,0,0
94,46,0,0,0
95,46,0,0,0
0,47,0,0,0
1,47,0,0,0
2,47,0,0,0
3,47,0,0,0
4,47,0,0,0
5,47,0,0,0
6,47,0,0,0
7,47,0,0,0
8,47,248,249,250
9,47,255,255,255
10,47,255,255,255
11,47,255,255,255
12,47,255,255,255
13,47,206,206,207
14,47,241,242,242
15,47,195,195,195
16,47,0,0,0
17,47,1,1,1
18,47,0,0,0
19,47,0,0,0
20,47,13,13,13
21,47,92,92,92
22,47,4,4,4
23,47,2,2,2
24,47,0,0,0
25,47,2,2,2
26,47,0,0,0
27,47,62,62,62
28,47,87,87,87
29,47,0,0,0
30,47,5,5,5
31,47,2,2,2
32,47,2,2,2
33,47,0,0,0
34,47,0,0,0
35,47,3,3,3
36,47,0,0,0
37,47,94,94,94
38,47,48,48,48
39,47,0,0,0
40,47,0,0,0
41,47,0,0,0
42,47,0,0,0
43,47,213,213,213
44,47,255,255,255
45,47,255,255,255
46,47,255,255,255
47,47,255,255,255
48,47,255,255,255
49,47,255,255,255
50,47,255,255,255
51,47,255,255,255
52,47,255,255,255
53,47,255,255,255
54,47,253,253,253
55,47,255,255,255
56,47,119,119,119
57,47,4,4,4
58,47,70,70,70
59,47,99,99,99
60,47,0,0,0
61,47,0,0,0
62,47,0,0,0
63,47,0,0,0
64,47,0,0,0
65,47,3,3,3
66,47,135,135,135
67,47,255,255,255
68,47,168,168,168
69,47,30,30,30
70,47,0,0,0
71,47,3,3,3
72,47,0,0,0
73,47,0,0,0
74,47,3,3,3
75,47,3,3,3
76,47,49,49,49
77,47,250,250,250
78,47,0,0,0
79,47,9,9,9
80,47,0,0,0
81,47,0,0,0
82,47,0,0,0
83,47,0,0,0
84,47,0,0,0
85,47,0,0,0
86,47,0,0,0
87,47,0,0,0
88,47,0,0,0
89,47,0,0,0
90,47,0,0,0
91,47,0,0,0
92,47,0,0,0
93,47,0,0,0
94,47,0,0,0
95,47,0,0,0
0,48,0,0,0
1,48,0,0,0
2,48,0,0,0
3,48,0,0,0
4,48,0,0,0
5,48,0,0,0
6,48,0,0,0
7,48,0,0,0
8,48,249,250,250
9,48,255,255,255
10,48,255,255,255
11,48,199,200,201
12,48,83,83,83
13,48,12,12,12
14,48,43,43,43
15,48,171,171,171
16,48,15,15,15
17,48,1,1,1
18,48,1,1,1
19,48,4,4,4
20,48,0,0,0
21,48,98,98,98
22,48,41,41,41
23,48,1,1,1
24,48,2,2,2
25,48,2,2,2
26,48,0,0,0
27,48,57,57,57
28,48,85,85,85
29,48,0,0,0
30,48,4,4,4
31,48,0,0,0
32,48,0,0,0
33,48,0,0,0
34,48,0,0,0
35,48,3,3,3
36,48,3,3,3
37,48,118,118,118
38,48,17,17,17
39,48,1,1,1
40,48,27,27,27
41,48,24,24,24
42,48,22,22,22
43,48,150,150,150
44,48,220,220,220
45,48,233,233,233
46,48,255,255,255
47,48,254,254,254
48,48,255,255,255
49,48,255,255,255
50,48,255,255,255
51,48,255,255,255
52,48,255,255,255
53,48,253,253,253
54,48,254,254,254
55,48,222,222,222
56,48,9,9,9
57,48,3,3,3
58,48,0,0,0
59,48,116,116,116
60,48,36,36,36
61,48,5,5,5
62,48,6,6,6
63,48,5,5,5
64,48,5,5,5
65,48,2,2,2
66,48,0,0,0
67,48,172,172,172
68,48,119,119,119
69,48,0,0,0
70,48,5,5,5
71,48,0,0,0
72,48,0,0,0
73,48,0,0,0
74,48,4,4,4
75,48,1,1,1
76,48,115,115,115
77,48,255,255,255
78,48,0,0,0
79,48,0,0,0
80,48,1,1,1
81,48,0,0,0
82,48,1,1,1
83,48,0,0,0
84,48,0,0,0
85,48,0,0,0
86,48,0,0,0
87,48,0,0,0
88,48,0,0,0
89,48,0,0,0
90,48,0,0,0
91,48,0,0,0
92,48,0,0,0
93,48,0,0,0
94,48,0,0,0
95,48,0,0,0
0,49,0,0,0
1,49,0,0,0
2,49,0,0,0
3,49,0,0,0
4,49,0,0,0
5,49,0,0,0
6,49,0,0,0
7,49,255,255,255
8,49,246,247,248
9,49,255,255,255
10,49,232,232,232
11,49,67,68,68
12,49,0,0,0
13,49,2,2,2
14,49,0,0,0
15,49,48,48,49
16,49,92,92,92
17,49,0,0,0
18,49,4,4,4
19,49,2,2,2
20,49,0,0,0
21,49,59,59,59
22,49,83,83,83
23,49,0,0,0
24,49,3,3,3
25,49,2,2,2
26,49,2,2,2
27,49,80,80,80
28,49,95,95,95
29,49,0,0,0
30,49,4,4,4
31,49,0,0,0
32,49,0,0,0
33,49,0,0,0
34,49,1,1,1
35,49,0,0,0
36,49,38,38,38
37,49,102,102,102
38,49,2,2,2
39,49,45,45,45
40,49,194,194,194
41,49,232,232,232
42,49,226,226,226
43,49,212,213,213
44,49,135,135,136
45,49,148,148,148
46,49,250,250,250
47,49,255,255,255
48,49,255,255,255
49,49,255,255,255
50,49,255,255,255
51,49,255,255,255
52,49,255,255,255
53,49,252,252,252
54,49,255,255,255
55,49,101,101,101
56,49,0,0,0
57,49,8,8,8
58,49,1,1,1
59,49,94,94,94
60,49,42,42,42
61,49,0,0,0
62,49,1,1,1
63,49,0,0,0
64,49,0,0,0
65,49,2,2,2
66,49,0,0,0
67,49,139,139,139
68,49,15,15,15
69,49,2,2,2
70,49,1,1,1
71,49,0,0,0
72,49,0,0,0
73,49,2,2,2
74,49,2,2,2
75,49,0,0,0
76,49,194,194,194
77,49,206,206,206
78,49,150,150,150
79,49,45,45,45
80,49,0,0,0
81,49,4,4,4
82,49,13,13,13
83,49,0,0,0
84,49,0,0,0
85,49,0,0,0
86,49,0,0,0
87,49,0,0,0
88,49,0,0,0
89,49,0,0,0
90,49,0,0,0
91,49,0,0,0
92,49,0,0,0
93,49,0,0,0
94,49,0,0,0
95,49,0,0,0
0,50,0,0,0
1,50,0,0,0
2,50,0,0,0
3,50,0,0,0
4,50,0,0,0
5,50,0,0,0
6,50,0,0,0
7,50,255,255,255
8,50,247,248,249
9,50,255,255,255
10,50,136,136,136
11,50,0,0,0
12,50,6,6,6
13,50,1,1,1
14,50,3,3,3
15,50,2,2,2
16,50,117,117,117
17,50,15,15,15
18,50,1,1,1
19,50,1,1,1
20,50,1,1,1
21,50,5,5,5
22,50,167,167,167
23,50,5,5,5
24,50,2,2,2
25,50,7,7,7
26,50,0,0,0
27,50,140,140,140
28,50,47,47,47
29,50,0,0,0
30,50,2,2,2
31,50,0,0,0
32,50,0,0,0
33,50,0,0,0
34,50,1,1,1
35,50,0,0,0
36,50,42,42,42
37,50,106,106,106
38,50,0,0,0
39,50,91,91,91
40,50,172,172,172
41,50,106,106,106
42,50,106,106,106
43,50,119,118,115
44,50,149,149,142
45,50,142,142,142
46,50,227,227,228
47,50,237,237,238
48,50,254,254,254
49,50,255,255,255
50,50,255,255,255
51,50,255,255,255
52,50,255,255,255
53,50,254,254,254
54,50,243,243,243
55,50,37,37,37
56,50,2,2,2
57,50,4,4,4
58,50,0,0,0
59,50,35,35,35
60,50,107,107,107
61,50,0,0,0
62,50,4,4,4
63,50,0,0,0
64,50,2,2,2
65,50,0,0,0
66,50,61,61,61
67,50,161,161,161
68,50,0,0,0
69,50,5,5,5
70,50,0,0,0
71,50,2,2,2
72,50,3,3,3
73,50,0,0,0
74,50,0,0,0
75,50,151,151,151
76,50,129,129,129
77,50,21,21,21
78,50,57,57,57
79,50,181,180,180
80,50,47,47,47
81,50,0,0,0
82,50,75,75,75
83,50,0,0,0
84,50,0,0,0
85,50,0,0,0
86,50,0,0,0
87,50,0,0,0
88,50,0,0,0
89,50,0,0,0
90,50,0,0,0
91,50,0,0,0
92,50,0,0,0
93,50,0,0,0
94,50,0,0,0
95,50,0,0,0
0,51,0,0,0
1,51,0,0,0
2,51,0,0,0
3,51,0,0,0
4,51,0,0,0
5,51,0,0,0
6,51,0,0,0
7,51,255,255,255
8,51,248,248,249
9,51,255,255,255
10,51,131,131,131
11,51,3,3,3
12,51,3,3,3
13,51,0,0,0
14,51,3,3,3
15,51,0,0,0
16,51,56,56,56
17,51,91,91,91
18,51,0,0,0
19,51,3,3,3
20,51,4,4,4
21,51,0,0,0
22,51,121,121,121
23,51,136,136,136
24,51,0,0,0
25,51,0,0,0
26,51,59,59,59
27,51,167,167,167
28,51,0,0,0
29,51,1,1,1
30,51,0,0,0
31,51,0,0,0
32,51,0,0,0
33,51,0,0,0
34,51,1,1,1
35,51,0,0,0
36,51,41,41,41
37,51,110,110,110
38,51,0,0,0
39,51,35,35,35
40,51,213,213,213
41,51,197,197,197
42,51,200,200,200
43,51,200,200,199
44,51,195,195,194
45,51,130,130,130
46,51,152,152,148
47,51,212,211,210
48,51,254,254,254
49,51,254,254,254
50,51,255,255,255
51,51,255,255,255
52,51,252,252,252
53,51,255,255,255
54,51,191,191,191
55,51,2,2,2
56,51,0,0,0
57,51,0,0,0
58,51,0,0,0
59,51,35,35,35
60,51,108,108,108
61,51,0,0,0
62,51,4,4,4
63,51,0,0,0
64,51,1,1,1
65,51,0,0,0
66,51,38,38,38
67,51,165,165,165
68,51,0,0,0
69,51,0,0,0
70,51,3,3,3
71,51,0,0,0
72,51,0,0,0
73,51,36,36,36
74,51,108,108,108
75,51,104,104,104
76,51,0,0,0
77,51,0,0,0
78,51,0,0,0
79,51,54,54,54
80,51,233,233,233
81,51,255,255,255
82,51,184,184,185
83,51,255,255,255
84,51,0,0,0
85,51,0,0,0
86,51,0,0,0
87,51,0,0,0
88,51,0,0,0
89,51,0,0,0
90,51,0,0,0
91,51,0,0,0
92,51,0,0,0
93,51,0,0,0
94,51,0,0,0
95,51,0,0,0
0,52,0,0,0
1,52,0,0,0
2,52,0,0,0
3,52,0,0,0
4,52,0,0,0
5,52,0,0,0
6,52,0,0,0
7,52,255,255,255
8,52,251,251,251
9,52,254,254,254
10,52,126,126,126
11,52,0,0,0
12,52,4,4,4
13,52,0,0,0
14,52,0,0,0
15,52,1,1,1
16,52,0,0,0
17,52,115,115,115
18,52,5,5,5
19,52,0,0,0
20,52,8,8,8
21,52,3,3,3
22,52,89,89,89
23,52,255,255,255
24,52,126,126,126
25,52,179,179,179
26,52,168,168,168
27,52,40,40,40
28,52,1,1,1
29,52,1,1,1
30,52,0,0,0
31,52,0,0,0
32,52,0,0,0
33,52,0,0,0
34,52,1,1,1
35,52,0,0,0
36,52,33,33,33
37,52,64,64,64
38,52,0,0,0
39,52,1,1,1
40,52,76,76,76
41,52,192,192,192
42,52,193,193,193
43,52,191,191,191
44,52,232,232,232
45,52,235,235,236
46,52,193,193,188
47,52,235,234,233
48,52,255,255,255
49,52,254,254,254
50,52,255,255,255
51,52,255,255,255
52,52,252,252,252
53,52,255,255,255
54,52,108,108,108
55,52,0,0,0
56,52,55,55,55
57,52,35,35,35
58,52,0,0,0
59,52,36,36,36
60,52,108,108,108
61,52,0,0,0
62,52,4,4,4
63,52,0,0,0
64,52,0,0,0
65,52,2,2,2
66,52,0,0,0
67,52,88,88,88
68,52,127,127,127
69,52,40,40,40
70,52,0,0,0
71,52,67,67,67
72,52,132,132,132
73,52,119,119,119
74,52,44,44,44
75,52,0,0,0
76,52,3,3,3
77,52,0,0,0
78,52,2,2,2
79,52,2,2,2
80,52,199,199,199
81,52,253,253,253
82,52,112,112,112
83,52,254,254,254
84,52,0,0,0
85,52,0,0,0
86,52,0,0,0
87,52,0,0,0
88,52,0,0,0
89,52,0,0,0
90,52,0,0,0
91,52,0,0,0
92,52,0,0,0
93,52,0,0,0
94,52,0,0,0
95,52,0,0,0
0,53,0,0,0
1,53,0,0,0
2,53,0,0,0
3,53,0,0,0
4,53,0,0,0
5,53,0,0,0
6,53,0,0,0
7,53,255,255,255
8,53,209,209,209
9,53,224,224,224
10,53,207,207,207
11,53,49,49,49
12,53,0,0,0
13,53,4,4,4
14,53,0,0,0
15,53,3,3,3
16,53,0,0,0
17,53,69,69,69
18,53,184,184,184
19,53,3,3,3
20,53,0,0,0
21,53,0,0,0
22,53,154,154,154
23,53,255,255,255
24,53,12,12,12
25,53,76,76,76
26,53,0,0,0
27,53,0,0,0
28,53,0,0,0
29,53,0,0,0
30,53,0,0,0
31,53,0,0,0
32,53,0,0,0
33,53,0,0,0
34,53,2,2,2
35,53,0,0,0
36,53,78,78,78
37,53,19,19,19
38,53,0,0,0
39,53,0,0,0
40,53,0,0,0
41,53,0,0,0
42,53,0,0,0
43,53,0,0,0
44,53,226,226,226
45,53,255,255,255
46,53,255,255,255
47,53,255,255,255
48,53,255,255,255
49,53,255,255,255
50,53,255,255,255
51,53,255,255,255
52,53,252,252,252
53,53,255,255,255
54,53,56,56,56
55,53,0,0,0
56,53,57,57,57
57,53,16,16,16
58,53,0,0,0
59,53,35,35,35
60,53,108,108,108
61,53,0,0,0
62,53,4,4,4
63,53,0,0,0
64,53,0,0,0
65,53,0,0,0
66,53,2,2,2
67,53,0,0,0
68,53,76,76,76
69,53,154,154,154
70,53,183,183,183
71,53,155,154,154
72,53,73,73,73
73,53,0,0,0
74,53,0,0,0
75,53,3,3,3
76,53,0,0,0
77,53,1,1,1
78,53,4,4,4
79,53,0,0,0
80,53,207,207,207
81,53,255,255,255
82,53,95,95,95
83,53,255,255,255
84,53,0,0,0
85,53,0,0,0
86,53,0,0,0
87,53,0,0,0
88,53,0,0,0
89,53,0,0,0
90,53,0,0,0
91,53,0,0,0
92,53,0,0,0
93,53,0,0,0
94,53,0,0,0
95,53,0,0,0
0,54,0,0,0
1,54,0,0,0
2,54,0,0,0
3,54,0,0,0
4,54,0,0,0
5,54,0,0,0
6,54,0,0,0
7,54,1,1,1
8,54,94,94,94
9,54,73,73,73
10,54,255,255,255
11,54,200,200,200
12,54,6,6,6
13,54,0,0,0
14,54,5,5,5
15,54,3,3,3
16,54,2,2,2
17,54,66,66,66
18,54,245,245,245
19,54,159,159,159
20,54,83,83,83
21,54,164,164,164
22,54,181,181,181
23,54,0,0,0
24,54,0,0,0
25,54,0,0,0
26,54,3,3,3
27,54,2,2,2
28,54,0,0,0
29,54,0,0,0
30,54,0,0,0
31,54,0,0,0
32,54,0,0,0
33,54,0,0,0
34,54,3,3,3
35,54,0,0,0
36,54,83,83,83
37,54,19,19,19
38,54,0,0,0
39,54,15,15,15
40,54,77,77,77
41,54,76,76,76
42,54,77,77,77
43,54,30,30,31
44,54,143,143,144
45,54,205,205,205
46,54,255,255,255
47,54,252,252,252
48,54,255,255,255
49,54,255,255,255
50,54,255,255,255
51,54,254,254,254
52,54,253,253,253
53,54,249,249,249
54,54,50,50,50
55,54,5,5,5
56,54,57,57,57
57,54,0,0,0
58,54,0,0,0
59,54,35,35,35
60,54,108,108,108
61,54,0,0,0
62,54,4,4,4
63,54,0,0,0
64,54,0,0,0
65,54,0,0,0
66,54,0,0,0
67,54,2,2,2
68,54,0,0,0
69,54,10,10,10
70,54,153,153,153
71,54,0,0,0
72,54,0,0,0
73,54,2,2,2
74,54,2,2,2
75,54,2,2,2
76,54,3,3,3
77,54,0,0,0
78,54,0,0,0
79,54,42,42,42
80,54,189,188,188
81,54,255,255,255
82,54,158,158,158
83,54,243,243,243
84,54,255,255,255
85,54,0,0,0
86,54,0,0,0
87,54,0,0,0
88,54,0,0,0
89,54,0,0,0
90,54,0,0,0
91,54,0,0,0
92,54,0,0,0
93,54,0,0,0
94,54,0,0,0
95,54,0,0,0
0,55,0,0,0
1,55,0,0,0
2,55,0,0,0
3,55,0,0,0
4,55,0,0,0
5,55,0,0,0
6,55,0,0,0
7,55,0,0,0
8,55,6,6,6
9,55,0,0,0
10,55,131,131,131
11,55,115,115,115
12,55,119,119,119
13,55,45,45,45
14,55,0,0,0
15,55,0,0,0
16,55,0,0,0
17,55,62,62,62
18,55,173,173,173
19,55,172,172,172
20,55,90,90,90
21,55,155,155,155
22,55,114,114,114
23,55,134,134,134
24,55,88,88,88
25,55,21,21,21
26,55,0,0,0
27,55,1,1,1
28,55,0,0,0
29,55,0,0,0
30,55,0,0,0
31,55,0,0,0
32,55,0,0,0
33,55,0,0,0
34,55,1,1,1
35,55,0,0,0
36,55,35,35,35
37,55,61,61,61
38,55,0,0,0
39,55,101,101,101
40,55,232,232,232
41,55,218,218,218
42,55,221,221,221
43,55,186,186,186
44,55,153,153,151
45,55,85,84,83
46,55,195,195,194
47,55,255,255,255
48,55,253,253,253
49,55,255,255,255
50,55,255,255,255
51,55,252,252,252
52,55,255,255,255
53,55,200,200,200
54,55,1,1,1
55,55,38,38,38
56,55,20,20,20
57,55,2,2,2
58,55,0,0,0
59,55,35,35,35
60,55,107,107,107
61,55,0,0,0
62,55,4,4,4
63,55,0,0,0
64,55,0,0,0
65,55,0,0,0
66,55,0,0,0
67,55,0,0,0
68,55,3,3,3
69,55,26,26,26
70,55,111,111,111
71,55,0,0,0
72,55,8,8,8
73,55,3,3,3
74,55,0,0,0
75,55,0,0,0
76,55,0,0,0
77,55,33,33,33
78,55,115,115,115
79,55,147,147,147
80,55,245,245,245
81,55,255,255,255
82,55,255,255,255
83,55,239,239,239
84,55,255,255,255
85,55,0,0,0
86,55,0,0,0
87,55,0,0,0
88,55,0,0,0
89,55,0,0,0
90,55,0,0,0
91,55,0,0,0
92,55,0,0,0
93,55,0,0,0
94,55,0,0,0
95,55,0,0,0
0,56,0,0,0
1,56,0,0,0
2,56,0,0,0
3,56,0,0,0
4,56,0,0,0
5,56,0,0,0
6,56,0,0,0
7,56,0,0,0
8,56,0,0,0
9,56,0,0,0
10,56,2,2,2
11,56,0,0,0
12,56,40,40,40
13,56,177,177,177
14,56,95,95,95
15,56,18,18,18
16,56,49,49,49
17,56,185,185,185
18,56,194,194,194
19,56,0,0,0
20,56,0,0,0
21,56,0,0,0
22,56,0,0,0
23,56,43,43,43
24,56,74,74,74
25,56,139,139,139
26,56,128,128,128
27,56,0,0,0
28,56,0,0,0
29,56,0,0,0
30,56,0,0,0
31,56,0,0,0
32,56,0,0,0
33,56,0,0,0
34,56,1,1,1
35,56,0,0,0
36,56,43,43,43
37,56,100,100,100
38,56,22,22,22
39,56,154,154,155
40,56,116,116,116
41,56,98,98,98
42,56,97,97,97
43,56,143,143,131
44,56,226,225,218
45,56,213,213,214
46,56,164,164,159
47,56,228,228,222
48,56,254,254,254
49,56,254,254,254
50,56,255,255,255
51,56,252,252,252
52,56,255,255,255
53,56,193,193,193
54,56,0,0,0
55,56,1,1,1
56,56,0,0,0
57,56,0,0,0
58,56,0,0,0
59,56,36,36,36
60,56,111,111,111
61,56,0,0,0
62,56,4,4,4
63,56,0,0,0
64,56,0,0,0
65,56,0,0,0
66,56,0,0,0
67,56,0,0,0
68,56,3,3,3
69,56,7,7,7
70,56,174,174,174
71,56,85,85,85
72,56,0,0,0
73,56,0,0,0
74,56,11,11,11
75,56,69,69,69
76,56,111,111,111
77,56,113,113,113
78,56,57,57,57
79,56,0,0,0
80,56,64,65,65
81,56,227,227,227
82,56,254,254,254
83,56,198,200,200
84,56,255,255,255
85,56,0,0,0
86,56,0,0,0
87,56,0,0,0
88,56,0,0,0
89,56,0,0,0
90,56,0,0,0
91,56,0,0,0
92,56,0,0,0
93,56,0,0,0
94,56,0,0,0
95,56,0,0,0
0,57,0,0,0
1,57,0,0,0
2,57,0,0,0
3,57,0,0,0
4,57,0,0,0
5,57,0,0,0
6,57,0,0,0
7,57,0,0,0
8,57,0,0,0
9,57,0,0,0
10,57,0,0,0
11,57,4,4,4
12,57,0,0,0
13,57,29,29,29
14,57,188,188,188
15,57,196,196,196
16,57,183,183,183
17,57,146,146,146
18,57,86,86,86
19,57,1,1,1
20,57,6,6,6
21,57,3,3,3
22,57,2,2,2
23,57,0,0,0
24,57,0,0,0
25,57,0,0,0
26,57,109,109,109
27,57,109,109,109
28,57,6,6,6
29,57,2,2,2
30,57,0,0,0
31,57,0,0,0
32,57,0,0,0
33,57,0,0,0
34,57,1,1,1
35,57,0,0,0
36,57,42,42,42
37,57,101,101,101
38,57,5,5,5
39,57,19,19,19
40,57,130,130,130
41,57,242,242,242
42,57,230,230,230
43,57,223,223,223
44,57,201,201,202
45,57,211,211,209
46,57,154,154,147
47,57,183,183,182
48,57,255,255,255
49,57,253,253,253
50,57,255,255,255
51,57,252,252,252
52,57,255,255,255
53,57,194,194,194
54,57,0,0,0
55,57,4,4,4
56,57,0,0,0
57,57,20,20,20
58,57,10,10,10
59,57,31,31,31
60,57,90,90,90
61,57,0,0,0
62,57,3,3,3
63,57,0,0,0
64,57,0,0,0
65,57,1,1,1
66,57,4,4,4
67,57,1,1,1
68,57,0,0,0
69,57,0,0,0
70,57,12,12,12
71,57,160,160,160
72,57,144,144,144
73,57,122,122,122
74,57,157,157,157
75,57,78,78,78
76,57,46,46,46
77,57,0,0,0
78,57,0,0,0
79,57,5,5,5
80,57,0,0,0
81,57,121,121,121
82,57,255,255,255
83,57,214,215,215
84,57,255,255,255
85,57,0,0,0
86,57,0,0,0
87,57,0,0,0
88,57,0,0,0
89,57,0,0,0
90,57,0,0,0
91,57,0,0,0
92,57,0,0,0
93,57,0,0,0
94,57,0,0,0
95,57,0,0,0
0,58,0,0,0
1,58,0,0,0
2,58,0,0,0
3,58,0,0,0
4,58,0,0,0
5,58,0,0,0
6,58,0,0,0
7,58,0,0,0
8,58,0,0,0
9,58,0,0,0
10,58,0,0,0
11,58,4,4,4
12,58,0,0,0
13,58,61,61,61
14,58,236,236,236
15,58,120,120,120
16,58,176,176,176
17,58,255,255,255
18,58,71,71,71
19,58,1,1,1
20,58,3,3,3
21,58,0,0,0
22,58,0,0,0
23,58,2,2,2
24,58,2,2,2
25,58,3,3,3
26,58,0,0,0
27,58,124,124,124
28,58,85,85,85
29,58,0,0,0
30,58,4,4,4
31,58,0,0,0
32,58,0,0,0
33,58,0,0,0
34,58,1,1,1
35,58,0,0,0
36,58,40,40,40
37,58,105,105,105
38,58,0,0,0
39,58,0,0,0
40,58,23,23,24
41,58,139,139,139
42,58,135,135,135
43,58,168,168,168
44,58,250,249,250
45,58,248,248,248
46,58,228,228,225
47,58,255,255,255
48,58,255,255,255
49,58,255,255,255
50,58,255,255,255
51,58,252,252,252
52,58,255,255,255
53,58,194,194,194
54,58,0,0,0
55,58,2,2,2
56,58,4,4,4
57,58,61,61,61
58,58,6,6,6
59,58,99,99,99
60,58,34,34,34
61,58,0,0,0
62,58,1,1,1
63,58,0,0,0
64,58,2,2,2
65,58,0,0,0
66,58,0,0,0
67,58,0,0,0
68,58,22,22,22
69,58,29,29,29
70,58,18,18,18
71,58,0,0,0
72,58,69,69,69
73,58,200,200,200
74,58,10,10,10
75,58,0,0,0
76,58,0,0,0
77,58,2,2,2
78,58,2,2,2
79,58,5,5,5
80,58,5,5,5
81,58,92,92,92
82,58,254,254,254
83,58,233,234,234
84,58,254,254,254
85,58,0,0,0
86,58,0,0,0
87,58,0,0,0
88,58,0,0,0
89,58,0,0,0
90,58,0,0,0
91,58,0,0,0
92,58,0,0,0
93,58,0,0,0
94,58,0,0,0
95,58,0,0,0
0,59,0,0,0
1,59,0,0,0
2,59,0,0,0
3,59,0,0,0
4,59,0,0,0
5,59,0,0,0
6,59,0,0,0
7,59,0,0,0
8,59,0,0,0
9,59,0,0,0
10,59,0,0,0
11,59,3,3,3
12,59,2,2,2
13,59,64,64,64
14,59,180,180,180
15,59,174,174,174
16,59,126,126,126
17,59,241,241,241
18,59,172,172,172
19,59,0,0,0
20,59,3,3,3
21,59,2,2,2
22,59,2,2,2
23,59,2,2,2
24,59,1,1,1
25,59,6,6,6
26,59,0,0,0
27,59,69,69,69
28,59,92,92,92
29,59,0,0,0
30,59,4,4,4
31,59,0,0,0
32,59,0,0,0
33,59,0,0,0
34,59,0,0,0
35,59,3,3,3
36,59,3,3,3
37,59,116,116,116
38,59,20,20,20
39,59,2,2,2
40,59,0,0,0
41,59,0,0,0
42,59,0,0,0
43,59,92,92,92
44,59,255,255,255
45,59,252,252,252
46,59,255,255,255
47,59,255,255,255
48,59,255,255,255
49,59,255,255,255
50,59,255,255,255
51,59,252,252,252
52,59,255,255,255
53,59,194,194,194
54,59,0,0,0
55,59,1,1,1
56,59,14,14,14
57,59,51,51,51
58,59,0,0,0
59,59,112,112,112
60,59,38,38,38
61,59,0,0,0
62,59,1,1,1
63,59,1,1,1
64,59,0,0,0
65,59,13,13,13
66,59,108,108,108
67,59,143,143,143
68,59,150,150,150
69,59,112,112,112
70,59,157,157,157
71,59,120,120,120
72,59,144,144,144
73,59,69,69,69
74,59,0,0,0
75,59,11,11,11
76,59,5,5,5
77,59,4,4,4
78,59,3,3,3
79,59,4,4,4
80,59,0,0,0
81,59,111,111,111
82,59,236,236,236
83,59,255,255,255
84,59,255,255,255
85,59,0,0,0
86,59,0,0,0
87,59,0,0,0
88,59,0,0,0
89,59,0,0,0
90,59,0,0,0
91,59,0,0,0
92,59,0,0,0
93,59,0,0,0
94,59,0,0,0
95,59,0,0,0
0,60,0,0,0
1,60,0,0,0
2,60,0,0,0
3,60,0,0,0
4,60,0,0,0
5,60,0,0,0
6,60,0,0,0
7,60,0,0,0
8,60,0,0,0
9,60,0,0,0
10,60,0,0,0
11,60,0,0,0
12,60,0,0,0
13,60,0,0,0
14,60,0,0,0
15,60,255,255,255
16,60,218,218,218
17,60,255,255,255
18,60,252,252,252
19,60,117,118,118
20,60,0,0,0
21,60,0,0,0
22,60,0,0,0
23,60,0,0,0
24,60,0,0,0
25,60,0,0,0
26,60,19,19,19
27,60,182,182,182
28,60,32,32,32
29,60,2,2,2
30,60,1,1,1
31,60,0,0,0
32,60,0,0,0
33,60,0,0,0
34,60,0,0,0
35,60,3,3,3
36,60,0,0,0
37,60,111,111,111
38,60,28,28,28
39,60,0,0,0
40,60,2,2,2
41,60,7,7,7
42,60,2,2,2
43,60,202,202,202
44,60,255,255,255
45,60,252,252,252
46,60,254,254,254
47,60,255,255,255
48,60,255,255,255
49,60,255,255,255
50,60,255,255,255
51,60,252,252,252
52,60,255,255,255
53,60,194,194,194
54,60,0,0,0
55,60,1,1,1
56,60,52,52,52
57,60,22,22,22
58,60,14,14,14
59,60,109,109,109
60,60,17,17,17
61,60,2,2,2
62,60,2,2,2
63,60,0,0,0
64,60,46,46,46
65,60,187,187,187
66,60,110,110,110
67,60,32,32,32
68,60,0,0,0
69,60,0,0,0
70,60,2,2,2
71,60,83,83,83
72,60,182,181,181
73,60,170,170,170
74,60,4,4,4
75,60,0,0,0
76,60,0,0,0
77,60,0,0,0
78,60,0,0,0
79,60,0,0,0
80,60,83,83,83
81,60,211,211,211
82,60,255,255,255
83,60,125,125,125
84,60,172,172,172
85,60,0,0,0
86,60,0,0,0
87,60,0,0,0
88,60,0,0,0
89,60,0,0,0
90,60,0,0,0
91,60,0,0,0
92,60,0,0,0
93,60,0,0,0
94,60,0,0,0
95,60,0,0,0
0,61,0,0,0
1,61,0,0,0
2,61,0,0,0
3,61,0,0,0
4,61,0,0,0
5,61,0,0,0
6,61,0,0,0
7,61,0,0,0
8,61,0,0,0
9,61,0,0,0
10,61,0,0,0
11,61,0,0,0
12,61,0,0,0
13,61,0,0,0
14,61,0,0,0
15,61,255,255,255
16,61,255,255,255
